name,mass,radius,orbital_period,discovered,detection_type,star_name,ra,dec,star_distance,star_mass,star_radius
Kepler-653 c,,0.07,0.90037648,2016,Primary Transit,Kepler-653,282.21293,46.717819,593.0,1.02,1.19
Kepler-654 b,,0.185,13.72465129,2016,Primary Transit,Kepler-654,297.068412,46.834278,661.0,1.04,1.11
Kepler-655 b,,0.242,46.4063358,2016,Primary Transit,Kepler-655,297.259092,46.843193,783.0,1.15,1.24
Kepler-656 b,,0.278,1.26025909,2016,Primary Transit,Kepler-656,288.327899,47.381592,867.0,0.86,0.82
Kepler-657 b,,0.314,24.54350418,2016,Primary Transit,Kepler-657,291.197299,47.3078,1244.0,1.01,1.01
Kepler-658 b,,0.145,1.28707676,2016,Primary Transit,Kepler-658,282.98379,47.57859,341.0,0.63,0.6
Kepler-659 b,,0.223,17.671796,2016,Primary Transit,Kepler-659,287.608202,47.509686,688.0,0.79,0.74
Kepler-66 b,0.31,0.25,17.815815,2013,Primary Transit,Kepler-66,293.9833,46.6878,1107.0,1.038,0.966
Kepler-660 b,,0.229,9.27358194,2016,Primary Transit,Kepler-660,288.138262,47.724453,564.0,0.75,0.71
Kepler-661 b,,0.274,6.02930132,2016,Primary Transit,Kepler-661,283.710881,47.86327,558.0,0.7,0.67
Kepler-662 b,,0.194,21.67697486,2016,Primary Transit,Kepler-662,290.465134,47.92918,641.0,0.79,0.74
Kepler-663 b,,0.232,4.99678284,2016,Primary Transit,Kepler-663,297.808262,47.946671,1030.0,0.86,0.82
Kepler-664 b,,0.237,2.52559332,2016,Primary Transit,Kepler-664,288.754887,48.2262,1386.0,1.01,1.02
Kepler-665 b,,0.232,16.01310205,2016,Primary Transit,Kepler-665,297.02563,48.478596,651.0,0.79,0.74
Kepler-666 b,,0.214,4.49876092,2016,Primary Transit,Kepler-666,298.45684,48.791592,1330.0,1.03,1.05
Kepler-667 b,,0.422,41.43962808,2016,Primary Transit,Kepler-667,295.555049,49.017342,907.0,0.91,0.87
Kepler-668 b,,0.241,8.35390639,2016,Primary Transit,Kepler-668,285.49925,49.277348,877.0,0.87,0.82
Kepler-669 b,,0.431,4.12554687,2016,Primary Transit,Kepler-669,291.936173,49.253986,1778.0,1.15,1.2
Kepler-67 b,0.31,0.26,15.7259,2013,Primary Transit,Kepler-67,294.1542,46.1664,1107.0,0.865,0.778
Kepler-670 b,,1.176,2.81650485,2016,Primary Transit,Kepler-670,297.015468,49.225292,980.0,0.99,0.99
Kepler-671 b,,0.24,4.28095859,2016,Primary Transit,Kepler-671,294.265808,49.314091,1139.0,0.97,0.95
Kepler-672 b,,0.223,38.3774623,2016,Primary Transit,Kepler-672,291.722008,49.480877,1011.0,0.95,0.92
Kepler-673 b,,0.583,3.72873109,2016,Primary Transit,Kepler-673,290.785759,50.054119,978.0,0.88,0.84
Kepler-674 b,,0.151,2.24338185,2016,Primary Transit,Kepler-674,285.176211,50.149818,302.0,0.6,0.57
Kepler-675 b,,0.218,2.33743801,2016,Primary Transit,Kepler-675,293.833326,50.230354,651.0,0.79,0.75
Kepler-676 b,,0.271,11.59822172,2016,Primary Transit,Kepler-676,296.22197,50.287237,243.0,0.51,0.49
Kepler-677 b,,0.48,6.57531678,2016,Primary Transit,Kepler-677,290.098067,50.321609,1180.0,1.0,0.99
Kepler-678 b,,0.459,7.27503724,2016,Primary Transit,Kepler-678,295.455293,50.49456,875.0,0.94,0.91
Kepler-679 b,,0.269,12.39358604,2016,Primary Transit,Kepler-679,296.021342,50.567783,968.0,0.87,0.84
Kepler-68 b,0.0188,0.206,5.3987533,2013,Primary Transit,Kepler-68,291.033333336,49.040277784,135.0,1.079,1.243
Kepler-68 c,0.00686,0.0827,9.604979,2013,Primary Transit,Kepler-68,291.033333336,49.040277784,135.0,1.079,1.243
Kepler-68 d,0.84,,625.0,2013,Radial Velocity,Kepler-68,291.033333336,49.040277784,135.0,1.079,1.243
Kepler-680 b,,0.216,3.68992629,2016,Primary Transit,Kepler-680,291.62241,50.618237,1342.0,1.08,1.11
Kepler-681 b,,0.275,26.39435646,2016,Primary Transit,Kepler-681,289.399721,51.250324,666.0,0.8,0.76
Kepler-682 b,,0.658,12.61190667,2016,Primary Transit,Kepler-682,289.112222,51.737381,951.0,0.92,0.89
Kepler-683 b,,0.176,2.53918318,2016,Primary Transit,Kepler-683,291.439982,37.905656,976.0,0.96,0.95
Kepler-684 b,,0.3,6.77030201,2016,Primary Transit,Kepler-684,290.870517,38.273635,1066.0,0.89,0.86
Kepler-685 b,,0.944,1.6255222,2016,Primary Transit,Kepler-685,293.87193,38.422949,1145.0,1.11,1.16
Kepler-686 b,,1.084,1.59474546,2016,Primary Transit,Kepler-686,285.213807,39.027485,1203.0,0.94,0.92
Kepler-687 b,,0.314,20.50586978,2016,Primary Transit,Kepler-687,289.315452,39.153285,628.0,0.77,0.73
Kepler-688 b,,0.871,3.89593684,2016,Primary Transit,Kepler-688,294.655242,39.308366,1247.0,0.98,0.96
Kepler-689 b,,0.258,22.36656079,2016,Primary Transit,Kepler-689,294.710624,39.521744,1044.0,0.91,0.88
Kepler-69 b,,0.199,13.722341,2013,Primary Transit,Kepler-69,293.2625,44.8689,,0.81,0.93
Kepler-69 c,,0.153,242.4613,2013,Primary Transit,Kepler-69,293.2625,44.8689,,0.81,0.93
Kepler-690 b,,0.531,7.74809437,2016,Primary Transit,Kepler-690,294.489906,39.771446,1653.0,1.11,1.16
Kepler-691 b,,0.186,8.114379,2016,Primary Transit,Kepler-691,288.812003,40.033398,239.0,0.53,0.5
Kepler-692 b,,0.277,21.81293494,2016,Primary Transit,Kepler-692,294.77684,40.153738,1000.0,0.9,0.86
Kepler-693 b,,0.908,15.37563332,2016,Primary Transit,Kepler-693,283.253557,40.358196,1002.0,0.76,0.72
Kepler-694 b,,0.25,6.36584161,2016,Primary Transit,Kepler-694,291.149507,40.420518,1023.0,0.97,0.95
Kepler-695 b,,0.822,3.04033042,2016,Primary Transit,Kepler-695,299.316097,40.822362,620.0,0.84,0.8
Kepler-696 b,,0.548,4.19042557,2016,Primary Transit,Kepler-696,293.49661,41.137592,1285.0,1.06,1.08
Kepler-697 b,,0.368,3.70987065,2016,Primary Transit,Kepler-697,283.86439,41.346458,1091.0,0.92,0.88
Kepler-698 b,,0.328,16.32976218,2016,Primary Transit,Kepler-698,288.509997,41.301769,1135.0,0.94,0.91
Kepler-699 b,,1.259,27.80756293,2016,Primary Transit,Kepler-699,296.888201,41.396091,888.0,0.81,0.78
Kepler-7 b,0.433,1.614,4.885525,2010,Primary Transit,Kepler-7,288.5833333,41.0897222,,1.36,2.02
Kepler-70  b,0.014,0.068,0.2401,2011,Imaging,KOI-55,296.3541667,41.0927778,1180.0,0.496,0.203
Kepler-70 c,0.0021,0.078,0.34289,2011,Imaging,KOI-55,296.3541667,41.0927778,1180.0,0.496,0.203
Kepler-700 b,,0.534,80.8720639,2016,Primary Transit,Kepler-700,287.1543,41.565788,1061.0,0.98,0.96
Kepler-701 b,,0.253,10.35533177,2016,Primary Transit,Kepler-701,288.994182,41.633278,755.0,0.88,0.84
Kepler-702 b,,0.818,10.52629406,2016,Primary Transit,Kepler-702,293.878112,41.66177,892.0,0.9,0.86
Kepler-703 b,,0.732,4.58352176,2016,Primary Transit,Kepler-703,299.186861,41.742682,1482.0,1.18,1.27
Kepler-704 b,,0.233,3.76182115,2016,Primary Transit,Kepler-704,283.316391,41.83712,1054.0,0.97,0.96
Kepler-705 b,,0.188,56.0560538,2016,Primary Transit,Kepler-705,289.508502,41.812107,251.0,0.53,0.51
Kepler-706 b,,1.175,41.40831347,2016,Primary Transit,Kepler-706,291.760406,41.944077,810.0,0.87,0.84
Kepler-707 b,,0.119,2.23749275,2016,Primary Transit,Kepler-707,290.00757,42.116459,626.0,0.8,0.76
Kepler-708 b,,0.261,3.16789194,2016,Primary Transit,Kepler-708,293.816466,42.212498,1241.0,0.97,0.96
Kepler-709 b,,0.261,16.08524954,2016,Primary Transit,Kepler-709,292.105207,42.380318,668.0,0.8,0.77
Kepler-71 b,,1.0452,3.905081,2013,Primary Transit,Kepler-71,294.865509,46.285851,,0.923,0.816
Kepler-710 b,,0.168,4.34728553,2016,Primary Transit,Kepler-710,291.964161,42.696144,919.0,0.94,0.91
Kepler-711 b,,0.304,23.58914398,2016,Primary Transit,Kepler-711,297.460015,42.839924,664.0,0.84,0.8
Kepler-712 b,,0.304,21.02247699,2016,Primary Transit,Kepler-712,294.909734,42.935261,944.0,0.84,0.78
Kepler-712 c,,0.433,226.89047,2016,Primary Transit,Kepler-712,294.909734,42.935261,944.0,0.84,0.78
Kepler-713 b,,0.221,7.411141,2016,Primary Transit,Kepler-713,295.651502,43.029831,1003.0,0.98,0.99
Kepler-714 b,,0.863,8.09888799,2016,Primary Transit,Kepler-714,282.699531,43.272743,1460.0,1.09,1.12
Kepler-715 b,,0.335,10.00652995,2016,Primary Transit,Kepler-715,283.630767,43.379398,1214.0,1.04,1.04
Kepler-716 b,,0.259,10.37168453,2016,Primary Transit,Kepler-716,290.393214,43.363899,675.0,0.83,0.78
Kepler-717 b,,0.216,4.40840023,2016,Primary Transit,Kepler-717,292.965535,43.34639,1126.0,0.88,0.85
Kepler-718 b,,1.477,2.0523499,2016,Primary Transit,Kepler-718,299.561877,43.503559,1520.0,1.18,1.3
Kepler-719 b,,0.76,5.00731778,2016,Primary Transit,Kepler-719,295.536136,43.884453,1427.0,0.99,0.98
Kepler-720 b,,0.75,4.70832654,2016,Primary Transit,Kepler-720,298.635649,44.170944,880.0,0.95,0.92
Kepler-721 b,,0.236,5.39202539,2016,Primary Transit,Kepler-721,284.430506,44.480534,848.0,0.82,0.78
Kepler-722 b,,0.235,4.09357325,2016,Primary Transit,Kepler-722,290.263285,44.55645,1375.0,1.03,1.05
Kepler-722 c,,0.252,105.144749,2016,Primary Transit,Kepler-722,290.263285,44.55645,1375.0,1.03,1.05
Kepler-723 b,,1.088,4.08227507,2016,Primary Transit,Kepler-723,284.830468,44.658142,965.0,0.92,0.89
Kepler-724 b,,0.294,3.31494634,2016,Primary Transit,Kepler-724,293.454838,44.792797,862.0,0.9,0.86
Kepler-725 b,,0.948,39.64317811,2016,Primary Transit,Kepler-725,283.977492,44.811562,778.0,0.88,0.84
Kepler-726 b,,0.291,21.80451088,2016,Primary Transit,Kepler-726,291.717311,44.887306,838.0,0.88,0.85
Kepler-727 b,,0.226,5.15448442,2016,Primary Transit,Kepler-727,294.846908,45.034416,892.0,0.89,0.86
Kepler-728 b,,0.298,5.74347727,2016,Primary Transit,Kepler-728,291.092356,45.115528,1236.0,0.95,0.93
Kepler-729 b,,0.319,3.16635371,2016,Primary Transit,Kepler-729,286.360112,45.414295,1271.0,0.94,0.91
Kepler-730 b,,0.822,6.49168426,2016,Primary Transit,Kepler-730,285.554804,45.578857,1455.0,1.0,1.01
Kepler-731 b,,1.238,3.85560355,2016,Primary Transit,Kepler-731,296.393174,45.568558,1311.0,1.03,1.06
Kepler-732 b,,0.194,9.46781405,2016,Primary Transit,Kepler-732,283.732021,45.958771,150.0,0.49,0.46
Kepler-732 c,,0.113,0.89304124,2016,Primary Transit,Kepler-732,283.732021,45.958771,150.0,0.49,0.46
Kepler-733 b,,0.252,20.83424726,2016,Primary Transit,Kepler-733,293.018285,45.914692,980.0,0.9,0.86
Kepler-734 b,,0.318,6.10485286,2016,Primary Transit,Kepler-734,297.045638,46.027363,553.0,0.85,0.78
Kepler-735 b,,0.263,11.51516988,2016,Primary Transit,Kepler-735,284.688884,46.172249,790.0,0.85,0.8
Kepler-736 b,,0.261,3.60147201,2016,Primary Transit,Kepler-736,285.391321,46.180939,1007.0,0.86,0.81
Kepler-737 b,,0.175,28.59915399,2016,Primary Transit,Kepler-737,291.862847,46.429256,195.0,0.51,0.48
Kepler-738 b,,0.223,24.58721573,2016,Primary Transit,Kepler-738,287.569664,46.567859,992.0,0.86,0.82
Kepler-739 b,,0.296,12.53248465,2016,Primary Transit,Kepler-739,290.067985,46.57914,1128.0,0.93,0.9
Kepler-74 b,0.68,1.32,7.340718,2012,Primary Transit,Kepler-74,293.0916667,41.3555556,1330.0,1.4,1.51
Kepler-740 b,,0.408,3.58410122,2016,Primary Transit,Kepler-740,286.482254,46.692451,1262.0,0.91,0.87
Kepler-741 b,,0.265,7.03902374,2016,Primary Transit,Kepler-741,289.431703,46.617531,1530.0,1.16,1.24
Kepler-742 b,,0.289,8.36086824,2016,Primary Transit,Kepler-742,283.866019,46.789589,499.0,0.76,0.71
Kepler-743 b,,0.108,3.17926292,2016,Primary Transit,Kepler-743,295.574168,42.806436,258.0,0.94,0.85
Kepler-744 b,,0.145,12.06222443,2016,Primary Transit,Kepler-744,296.496136,47.182865,486.0,0.94,0.93
Kepler-745 b,,0.193,9.93143556,2016,Primary Transit,Kepler-745,291.49943,37.059283,1199.0,1.04,1.04
Kepler-746 b,,0.099,3.48159251,2016,Primary Transit,Kepler-746,290.682243,37.355117,450.0,0.91,0.93
Kepler-747 b,,0.47,35.61760587,2016,Primary Transit,Kepler-747,288.416503,41.029804,855.0,0.82,0.78
Kepler-748 b,,0.225,7.40742793,2016,Primary Transit,Kepler-748,292.262899,37.236992,1271.0,1.07,1.1
Kepler-749 b,,0.277,17.31716585,2016,Primary Transit,Kepler-749,299.89723,43.903908,753.0,0.79,0.75
Kepler-75 b,9.9,1.03,8.884924,2013,Primary Transit,Kepler-75,291.1375,36.5775,1140.0,0.88,0.88
Kepler-750 b,,0.274,9.42887179,2016,Primary Transit,Kepler-750,289.096874,44.004379,1181.0,1.15,1.23
Kepler-750 c,,0.145,4.08899022,2016,Primary Transit,Kepler-750,289.096874,44.004379,1181.0,1.15,1.23
Kepler-751 b,,0.219,17.44490636,2016,Primary Transit,Kepler-751,294.843831,44.077686,748.0,0.87,0.84
Kepler-752 b,,0.251,18.82747265,2016,Primary Transit,Kepler-752,292.268128,37.955654,1075.0,0.87,0.83
Kepler-753 b,,0.17,5.74772501,2016,Primary Transit,Kepler-753,291.903273,37.902288,278.0,0.68,0.65
Kepler-754 b,,0.179,14.5596237,2016,Primary Transit,Kepler-754,293.254104,37.846192,1192.0,1.06,1.08
Kepler-755 b,,0.157,1.26909037,2016,Primary Transit,Kepler-755,296.860998,41.097338,368.0,0.82,0.77
Kepler-755 c,,0.112,2.85313364,2016,Primary Transit,Kepler-755,296.860998,41.097338,368.0,0.82,0.77
Kepler-756 b,,0.1,1.22486632,2016,Primary Transit,Kepler-756,290.607939,41.201093,852.0,0.82,0.79
Kepler-757 b,,0.121,1.02267882,2016,Primary Transit,Kepler-757,296.680438,41.386515,1016.0,1.08,1.13
Kepler-758 b,,0.221,12.1097104,2016,Primary Transit,Kepler-758,293.084606,41.135436,1353.0,1.16,1.42
Kepler-758 c,,0.151,4.75793986,2016,Primary Transit,Kepler-758,293.084606,41.135436,1353.0,1.16,1.42
Kepler-758 d,,0.189,20.4966197,2016,Primary Transit,Kepler-758,293.084606,41.135436,1353.0,1.16,1.42
Kepler-758 e,,0.136,8.1934719,2016,Primary Transit,Kepler-758,293.084606,41.135436,1353.0,1.16,1.42
Kepler-759 b,,0.203,41.805985,2016,Primary Transit,Kepler-759,290.131501,41.381498,892.0,1.04,1.04
Kepler-76 b,1.96,1.25,1.54492875,2013,Primary Transit,Kepler-76,294.1917,39.6189,,1.2,1.12
Kepler-760 b,,0.273,8.70419416,2016,Primary Transit,Kepler-760,287.593209,44.179417,782.0,0.89,0.85
Kepler-760 c,,0.132,2.46697439,2016,Primary Transit,Kepler-760,287.593209,44.179417,782.0,0.89,0.85
Kepler-761 b,,0.181,10.12804789,2016,Primary Transit,Kepler-761,290.503604,44.143581,867.0,0.95,0.93
Kepler-762 b,,1.131,3.7705521,2016,Primary Transit,Kepler-762,291.275634,47.329491,1465.0,1.06,1.08
Kepler-763 b,,0.109,1.19655156,2016,Primary Transit,Kepler-763,292.144477,47.157352,902.0,0.84,0.8
Kepler-764 b,,0.146,7.33683936,2016,Primary Transit,Kepler-764,297.393183,47.164627,1013.0,0.92,0.89
Kepler-765 b,,0.217,27.6655226,2016,Primary Transit,Kepler-765,283.184612,47.15567,1000.0,1.05,1.06
Kepler-766 b,,0.302,6.10027804,2016,Primary Transit,Kepler-766,293.184531,37.969851,1614.0,1.1,1.15
Kepler-767 b,,0.592,161.5280101,2016,Primary Transit,Kepler-767,291.579173,38.035828,1185.0,0.96,0.94
Kepler-768 b,,0.16,11.3910025,2016,Primary Transit,Kepler-768,294.115656,38.393485,795.0,0.82,0.78
Kepler-769 b,,0.261,7.42608998,2016,Primary Transit,Kepler-769,292.713101,38.358213,1362.0,1.19,1.28
Kepler-769 c,,0.16,15.9870174,2016,Primary Transit,Kepler-769,292.713101,38.358213,1362.0,1.19,1.28
Kepler-77 b,0.43,0.96,3.5787087,2013,Primary Transit,Kepler-77,289.607971,44.345421,570.0,0.95,0.99
Kepler-770 b,,0.205,18.92540274,2016,Primary Transit,Kepler-770,286.490428,38.374907,761.0,0.94,0.92
Kepler-770 c,,0.107,1.47532231,2016,Primary Transit,Kepler-770,286.490428,38.374907,761.0,0.94,0.92
Kepler-770 d,,0.125,4.15244722,2016,Primary Transit,Kepler-770,286.490428,38.374907,761.0,0.94,0.92
Kepler-771 b,,0.162,8.73485836,2016,Primary Transit,Kepler-771,287.44409,38.088431,1000.0,1.03,1.05
Kepler-772 b,,0.162,12.99207337,2016,Primary Transit,Kepler-772,291.423583,38.216591,689.0,0.98,1.11
Kepler-773 b,,0.128,3.74910006,2016,Primary Transit,Kepler-773,290.884667,38.057567,528.0,1.04,1.01
Kepler-774 b,,0.283,11.0895723,2016,Primary Transit,Kepler-774,291.03193,38.211956,1190.0,1.57,2.42
Kepler-775 b,,0.106,0.97486893,2016,Primary Transit,Kepler-775,291.433297,41.703438,400.0,0.92,0.84
Kepler-776 b,,0.114,4.89718784,2016,Primary Transit,Kepler-776,287.27264,41.635559,727.0,0.83,0.78
Kepler-777 b,,0.131,5.72812599,2016,Primary Transit,Kepler-777,282.724059,44.346478,383.0,0.58,0.56
Kepler-778 b,,0.15,3.75574426,2016,Primary Transit,Kepler-778,287.477437,44.237514,899.0,0.81,0.77
Kepler-779 b,,0.082,7.09714223,2016,Primary Transit,Kepler-779,285.628532,44.310889,224.0,0.46,0.44
Kepler-78 b,0.00531730799484,0.107057020353,0.35500745,2013,Primary Transit,Kepler-78,293.7417,44.4483,,0.81,0.74
Kepler-780 b,,0.079,0.67737516,2016,Primary Transit,Kepler-780,281.766389,44.292549,520.0,1.01,1.02
Kepler-781 b,,0.258,13.2140732,2016,Primary Transit,Kepler-781,287.653619,47.414811,1036.0,0.81,0.78
Kepler-782 b,,0.286,158.6853308,2016,Primary Transit,Kepler-782,288.868231,47.759434,412.0,0.98,1.01
Kepler-783 b,,0.07,4.29264638,2016,Primary Transit,Kepler-783,291.062936,47.484803,544.0,0.93,0.89
Kepler-784 b,,0.141,31.5922646,2016,Primary Transit,Kepler-784,295.920663,47.448616,604.0,1.0,1.32
Kepler-785 b,,1.162,1.97376093,2016,Primary Transit,Kepler-785,292.068304,38.842261,666.0,0.77,0.71
Kepler-786 b,,0.217,53.5293487,2016,Primary Transit,Kepler-786,293.743938,38.939276,512.0,0.81,0.74
Kepler-787 b,,0.114,0.9283105,2016,Primary Transit,Kepler-787,291.692465,38.572907,468.0,0.65,0.62
Kepler-788 b,,0.227,8.39846269,2016,Primary Transit,Kepler-788,290.000414,38.539892,1649.0,1.16,1.23
Kepler-789 b,,0.189,8.63847725,2016,Primary Transit,Kepler-789,295.975153,38.946652,915.0,1.01,1.02
Kepler-79 b,0.034285,0.309568,13.4845,2013,Primary Transit,Kepler-79,300.51712,44.38158,,1.165,1.302
Kepler-79 c,0.018558,0.332,27.4029,2013,Primary Transit,Kepler-79,300.51712,44.38158,,1.165,1.302
Kepler-79 d,0.018872,0.64,52.0902,2013,Primary Transit,Kepler-79,300.51712,44.38158,,1.165,1.302
Kepler-79 e,0.0129,0.312,81.0659,2013,Primary Transit,Kepler-79,300.51712,44.38158,,1.165,1.302
Kepler-790 b,,0.194,13.73469807,2016,Primary Transit,Kepler-790,286.917117,38.872221,727.0,0.84,0.8
Kepler-791 b,,0.272,14.5539759,2016,Primary Transit,Kepler-791,293.595841,39.029477,1447.0,1.3,1.47
Kepler-792 b,,0.175,11.30119217,2016,Primary Transit,Kepler-792,292.006813,38.820733,1205.0,1.09,1.12
Kepler-793 b,,0.122,4.24153639,2016,Primary Transit,Kepler-793,295.21664,38.774343,794.0,0.98,0.97
Kepler-794 b,,0.188,11.13125132,2016,Primary Transit,Kepler-794,288.133701,38.996881,763.0,1.19,1.38
Kepler-795 b,,0.15,29.6193421,2016,Primary Transit,Kepler-795,291.019046,38.54558,458.0,0.94,0.96
Kepler-796 b,,0.116,6.40087618,2016,Primary Transit,Kepler-796,287.307857,39.144731,377.0,0.93,1.09
Kepler-797 b,,0.194,27.07237711,2016,Primary Transit,Kepler-797,297.208965,41.781708,752.0,0.96,0.95
Kepler-798 b,,0.213,13.71933369,2016,Primary Transit,Kepler-798,292.478209,42.142291,1085.0,1.19,1.29
Kepler-799 b,,0.614,133.4605235,2016,Primary Transit,Kepler-799,287.174894,44.878571,1029.0,0.95,0.93
Kepler-8 b,0.603,1.419,3.52254,2010,Primary Transit,Kepler-8,281.2875,42.4511111,1330.0,1.213,1.486
Kepler-80 b,0.0218,0.21,7.05,2012,Primary Transit,Kepler-80,296.1125,39.9788889,,,0.738
Kepler-80 c,0.0212,0.23,9.52,2012,Primary Transit,Kepler-80,296.1125,39.9788889,,,0.738
Kepler-80 d,0.0212,0.125,3.07,2012,Primary Transit,Kepler-80,296.1125,39.9788889,,,0.738
Kepler-80 e,0.013,0.134,4.64,2012,Primary Transit,Kepler-80,296.1125,39.9788889,,,0.738
Kepler-80 f,,0.116,0.99,2012,Primary Transit,Kepler-80,296.1125,39.9788889,,,0.738
Kepler-800 b,,0.254,14.13176026,2016,Primary Transit,Kepler-800,286.574823,44.795204,1049.0,0.85,0.82
Kepler-801 b,,0.178,11.41928253,2016,Primary Transit,Kepler-801,286.075243,44.664639,419.0,0.67,0.63
Kepler-802 b,,0.316,40.0587473,2016,Primary Transit,Kepler-802,286.015855,45.007767,828.0,0.93,0.9
Kepler-803 b,,0.338,50.28638192,2016,Primary Transit,Kepler-803,299.221605,44.693874,615.0,1.05,1.12
Kepler-804 b,,0.173,14.37457351,2016,Primary Transit,Kepler-804,293.37227,44.785137,648.0,1.01,1.05
Kepler-804 c,,0.102,9.65185017,2016,Primary Transit,Kepler-804,293.37227,44.785137,648.0,1.01,1.05
Kepler-805 b,,0.258,30.8638931,2016,Primary Transit,Kepler-805,293.229945,45.053314,657.0,1.19,1.65
Kepler-806 b,,0.102,8.09219642,2016,Primary Transit,Kepler-806,296.007043,44.853443,260.0,0.99,1.16
Kepler-807 b,,0.93,117.93108781,2016,Primary Transit,Kepler-807,289.020172,48.119812,1312.0,1.04,1.06
Kepler-808 b,,0.13,0.63133235,2016,Primary Transit,Kepler-808,291.59409,48.445614,321.0,0.76,0.71
Kepler-809 b,,0.269,55.63934,2016,Primary Transit,Kepler-809,289.083643,48.018131,933.0,0.99,0.98
Kepler-81 b,,0.2269,5.954893,2013,Primary Transit,Kepler-81,293.636963,42.82497,,0.648,0.578
Kepler-81 c,,0.2188,12.039901,2013,Primary Transit,Kepler-81,293.636963,42.82497,,0.648,0.578
Kepler-81 d,,0.108,20.837846,2014,Primary Transit,Kepler-81,293.636963,42.82497,,0.648,0.578
Kepler-810 b,,0.172,4.59725385,2016,Primary Transit,Kepler-810,296.614859,48.082645,1554.0,1.03,1.04
Kepler-811 b,,0.241,23.58447697,2016,Primary Transit,Kepler-811,285.424273,47.834614,847.0,1.01,1.24
Kepler-812 b,,0.317,10.11716531,2016,Primary Transit,Kepler-812,288.85529,48.208538,1482.0,1.45,1.71
Kepler-813 b,,0.191,19.12947337,2016,Primary Transit,Kepler-813,285.662694,48.435371,840.0,0.95,0.93
Kepler-814 b,,0.189,6.1469851,2016,Primary Transit,Kepler-814,284.910486,48.431644,1327.0,1.15,1.22
Kepler-815 b,,0.367,8.57503552,2016,Primary Transit,Kepler-815,285.22111,47.881382,1199.0,1.25,3.42
Kepler-816 b,,0.914,10.50682565,2016,Primary Transit,Kepler-816,293.362842,39.212452,1059.0,0.9,0.85
Kepler-817 b,,0.806,3.99010623,2016,Primary Transit,Kepler-817,296.081856,39.161617,1401.0,1.03,1.03
Kepler-818 b,,0.456,10.03538581,2016,Primary Transit,Kepler-818,296.235105,39.370343,967.0,0.94,0.92
Kepler-819 b,,0.246,33.1995648,2016,Primary Transit,Kepler-819,295.370797,39.177218,722.0,0.86,0.81
Kepler-82 b,,0.367,26.443794,2011,Primary Transit,Kepler-82,292.87338255,42.966137,,0.85,0.945
Kepler-82 c,,0.503,51.531855,2011,Primary Transit,Kepler-82,292.87338255,42.966137,,0.85,0.945
Kepler-82 d,,0.158,2.382961,2011,Primary Transit,Kepler-82,292.87338255,42.966137,,0.85,0.945
Kepler-82 e,,0.22,5.902206,2011,Primary Transit,Kepler-82,292.87338255,42.966137,,0.85,0.945
Kepler-820 b,,0.543,127.8338098,2016,Primary Transit,Kepler-820,291.020145,39.220678,989.0,1.23,1.36
Kepler-821 b,,0.117,1.92279873,2016,Primary Transit,Kepler-821,285.617437,39.37953,619.0,0.84,0.8
Kepler-822 b,,0.158,3.22296927,2016,Primary Transit,Kepler-822,292.276118,39.550179,956.0,1.06,1.08
Kepler-823 b,,0.14,4.16809082,2016,Primary Transit,Kepler-823,284.582577,39.220204,896.0,0.98,0.96
Kepler-824 b,,0.167,4.51436633,2016,Primary Transit,Kepler-824,290.477412,39.732009,1352.0,1.15,1.22
Kepler-825 b,,0.136,3.77360059,2016,Primary Transit,Kepler-825,294.769908,39.398514,820.0,1.03,1.08
Kepler-825 c,,0.164,8.1818246,2016,Primary Transit,Kepler-825,294.769908,39.398514,820.0,1.03,1.08
